order_id,order_date,customer_name,city,state,country,region,category,sub_category,product_name,quantity,unit_price,discount,revenue,profit,payment_mode,source,log_revenue,log_profit,log_unit_price,has_discount,month_num,profit_margin,cluster_kmeans,cluster_dbscan,pca1,pca2,segment,iso_label,iso_score,lof_label,lof_score,dbscan_label,vote_iso,vote_lof,vote_dbscan,vote_total,is_anomaly,iso_label,iso_score,lof_label,lof_score,dbscan_label,vote_total,is_anomaly,revenue_winsor,profit_winsor,unit_price_winsor,is_outlier_revenue,is_outlier_profit,is_outlier_unit_price
1047,2024-03-15,Parinaaz Datta,Ahmedabad,Unknown,India,West,Home Decor,Vase,Vase Ea,5,65619.0,5,311690.25,67820.74,Net Banking,EC_2024_2025,12.649768393497435,11.124638071499144,11.091635806515091,1,3,0.2175901876943529,2,0,2.5472470093303934,0.9811438894498032,Premium,1,-0.5078236794454842,1,0.9821268786625754,-1,0,0,1,1,0,1,-0.5078236794454842,1,0.9821268786625754,-1,1,0,311690.25,66074.93800000002,65619.0,0,0,0
1048,2024-05-12,Rania Mand,Coimbatore,Unknown,India,South,Books,Non-Fiction,Non-Fiction Cum,2,67113.0,5,127514.7,19052.36,Net Banking,EC_2024_2025,11.75599477325475,9.85499874295484,11.11414794501188,1,5,0.1494130480642612,2,0,0.8757939196161503,-0.529541225971048,Premium,1,-0.4435200985849843,1,0.9921388189536675,-1,0,0,1,1,0,1,-0.4435200985849843,1,0.9921388189536675,-1,1,0,127514.7,19052.36,67113.0,0,0,0
1049,2025-05-04,Rania Sanghvi,Pune,Unknown,India,West,Books,Biography,Biography Deserunt,2,20114.0,15,34193.8,7109.46,UPI,EC_2024_2025,10.439828864706788,8.869322218313489,9.909221084383889,1,5,0.2079166398586817,2,0,-0.915074488838706,-0.0446490482978147,Premium,1,-0.45374473955798394,1,1.0042538248216624,-1,0,0,1,1,0,1,-0.45374473955798394,1,1.0042538248216624,-1,1,0,34193.8,7109.46,20114.0,0,0,0
1050,2023-10-28,Anahi Date,Mumbai,Unknown,India,West,Home Decor,Lamp,Lamp Sed,2,10531.0,5,20008.9,1003.16,COD,EC_2024_2025,9.903982430064042,6.911906650104613,9.2621735206162,1,10,0.0501356896181174,0,0,-2.467813320517356,0.2137631504081609,Entree_gamme,1,-0.500988716421745,-1,1.3100048060056178,-1,0,1,1,2,1,1,-0.500988716421745,-1,1.3100048060056178,-1,2,1,20008.9,1003.16,10531.0,0,0,0
1051,2025-01-28,Zain Sha,Surat,Unknown,India,West,Books,Biography,Biography Repudiandae,1,46017.0,0,46017.0,11480.17,COD,EC_2024_2025,10.736787903279478,9.348463581056745,10.736787903279478,0,1,0.2494767151270128,1,1,-0.2627663244521097,-2.3602819779268125,Intermediaire_2,1,-0.5366091566764748,1,1.0456199332762137,-1,0,0,1,1,0,1,-0.5366091566764748,1,1.0456199332762137,-1,1,0,46017.0,11480.17,46017.0,0,0,0
1052,2024-11-11,Hunar Seth,Patna,Unknown,India,East,Beauty,Face Cream,Face Cream Nisi,5,34608.0,20,138432.0,13386.86,UPI,EC_2024_2025,11.83814173304993,9.502103605150756,10.451869042828552,1,11,0.0967035078594537,2,0,1.013278666173574,1.2380326445586929,Premium,1,-0.46528723261866406,1,1.0798068054112535,-1,0,0,1,1,0,1,-0.46528723261866406,1,1.0798068054112535,-1,1,0,138432.0,13386.86,34608.0,0,0,0
1053,2025-09-03,Mohanlal Sha,Guwahati,Unknown,India,East,Home Decor,Cushion,Cushion Praesentium,5,23060.0,10,103770.0,18282.64,Debit Card,EC_2024_2025,11.549941827249432,9.81376194991192,10.04589815801724,1,9,0.1761842536378512,2,0,0.7981722403124142,1.4013913358502283,Premium,1,-0.4720215989073397,1,0.990104680610919,-1,0,0,1,1,0,1,-0.4720215989073397,1,0.990104680610919,-1,1,0,103770.0,18282.64,23060.0,0,0,0
1054,2024-02-28,Farhan Dave,Amritsar,Unknown,India,North,Beauty,Perfume,Perfume Veniam,4,53624.0,0,214496.0,13543.77,Net Banking,EC_2024_2025,12.276051031238415,9.513755773939442,10.889770656230318,0,2,0.0631422963598385,1,1,1.312746284339006,-0.9231320393897404,Intermediaire_2,1,-0.5346139377600925,1,1.0842916920469858,-1,0,0,1,1,0,1,-0.5346139377600925,1,1.0842916920469858,-1,1,0,214496.0,13543.77,53624.0,0,0,0
1055,2024-10-02,Myra Dua,Thiruvananthapuram,Unknown,India,South,Groceries,Oil,Oil Iusto,5,53156.0,0,265780.0,45958.29,Credit Card,EC_2024_2025,12.490427940388768,10.735511283627527,10.88100507782618,0,10,0.1729185416509889,1,1,2.206036246771049,-0.4180092347407254,Intermediaire_2,1,-0.5708828498791391,1,1.04798478179374,-1,0,0,1,1,0,1,-0.5708828498791391,1,1.04798478179374,-1,1,0,265780.0,45958.29,53156.0,0,0,0
1056,2024-04-13,Suhana Mani,Jaipur,Unknown,India,North,Toys,RC Car,RC Car Ab,4,69925.0,20,223760.0,18817.06,Debit Card,EC_2024_2025,12.318333796939864,9.842572325998232,11.155192819004728,1,4,0.0840948337504465,2,0,1.5924849369001883,0.4545640632237291,Premium,1,-0.4371350210163705,1,0.9994516405502631,-1,0,0,1,1,0,1,-0.4371350210163705,1,0.9994516405502631,-1,1,0,223760.0,18817.06,69925.0,0,0,0
1057,2024-12-11,Shanaya Devan,Mumbai,Unknown,India,West,Toys,Puzzle,Puzzle Tempora,5,28450.0,5,135137.5,8543.18,COD,EC_2024_2025,11.81405545744415,9.053005628393793,10.255938588321635,1,12,0.0632184256775501,2,0,0.6840335548854347,1.3158753745449137,Premium,1,-0.47769844592412436,1,1.0061333603755371,-1,0,0,1,1,0,1,-0.47769844592412436,1,1.0061333603755371,-1,1,0,135137.5,8543.18,28450.0,0,0,0
1058,2025-05-31,Onkar Bora,Surat,Unknown,India,West,Sports,Yoga Mat,Yoga Mat Voluptatem,5,61981.0,10,278914.5,30971.48,UPI,EC_2024_2025,12.5386641475464,10.340854347255569,11.034599299294824,1,5,0.1110429181702632,2,0,2.0855250893088617,1.003610615244585,Premium,1,-0.4604127098956929,1,0.9823091412802061,-1,0,0,1,1,0,1,-0.4604127098956929,1,0.9823091412802061,-1,1,0,278914.5,30971.48,61981.0,0,0,0
1059,2025-09-02,Piya Koshy,Bangalore,Unknown,India,South,Home Decor,Clock,Clock Animi,4,46217.0,10,166381.2,18545.21,UPI,EC_2024_2025,12.022042830493575,9.82802073449244,10.74112461158102,1,9,0.1114621724089012,2,0,1.2134086956952166,0.6208852135748123,Premium,1,-0.42612784294404055,1,0.9878187059213254,-1,0,0,1,1,0,1,-0.42612784294404055,1,0.9878187059213254,-1,1,0,166381.2,18545.21,46217.0,0,0,0
1060,2024-07-24,Kismat Chowdhury,Goa,Unknown,India,West,Kitchen,Microwave,Microwave Ex,5,26290.0,15,111732.5,17413.74,COD,EC_2024_2025,11.62387185056762,9.765072253030311,10.17698195427706,1,7,0.1558520573691615,2,0,0.8823527974580281,1.3487666285936435,Premium,1,-0.46281320540833165,1,0.9891307592644145,-1,0,0,1,1,0,1,-0.46281320540833165,1,0.9891307592644145,-1,1,0,111732.5,17413.74,26290.0,0,0,0
1061,2025-02-01,Akarsh Sastry,Ahmedabad,Unknown,India,West,Groceries,Oil,Oil Quisquam,4,4679.0,20,14972.8,3146.42,COD,EC_2024_2025,9.61405728621686,8.054338348597868,8.451053388911692,1,2,0.2101423915366391,0,0,-2.0937341826103166,1.542193501974174,Entree_gamme,1,-0.5380311920763373,1,1.0354973528808702,-1,0,0,1,1,0,1,-0.5380311920763373,1,1.0354973528808702,-1,1,0,14972.8,3146.42,4679.0,0,0,0
1062,2025-05-17,Rati Ramaswamy,Chandigarh,Unknown,India,North,Toys,Puzzle,Puzzle Commodi,4,614.0,0,2456.0,458.44,Credit Card,EC_2024_2025,7.806696372521179,6.130008356556041,6.421622267806518,0,5,0.1866612377849403,0,1,-4.983116441612986,0.8736081176585576,Entree_gamme,-1,-0.7159289495784086,1,1.045952823026782,-1,1,0,1,2,1,-1,-0.7159289495784086,1,1.045952823026782,-1,2,1,2456.0,458.44,865.3800000000001,0,0,0
1063,2024-11-24,Prerak Shan,Thiruvananthapuram,Unknown,India,South,Furniture,Table,Table Excepturi,1,11858.0,5,11265.1,670.04,Credit Card,EC_2024_2025,9.329553495680134,6.508828747713555,9.380842351964796,1,11,0.0594792767041518,0,0,-3.1022248057598265,-0.3330494853368478,Entree_gamme,1,-0.5382206814487958,1,1.023459857579722,-1,0,0,1,1,0,1,-0.5382206814487958,1,1.023459857579722,-1,1,0,11265.1,670.04,11858.0,0,0,0
1064,2024-12-06,Kashvi Raja,Kolkata,Unknown,India,East,Books,Textbook,Textbook Assumenda,3,66303.0,0,198909.0,45906.61,COD,EC_2024_2025,12.200607740099109,10.734386177513102,11.1020055061791,0,12,0.2307920204716718,1,1,1.7629887160770847,-1.5077236499479076,Intermediaire_2,1,-0.536041557274403,1,0.9935280304636006,-1,0,0,1,1,0,1,-0.536041557274403,1,0.9935280304636006,-1,1,0,198909.0,45906.61,66303.0,0,0,0
1065,2023-10-11,Onkar Johal,Ranchi,Unknown,India,East,Books,Textbook,Textbook Nihil,3,56549.0,20,135717.6,9387.13,Debit Card,EC_2024_2025,11.81833890348982,9.147201404339889,10.942880481544266,1,10,0.0691666371937017,2,0,0.6845635865864705,0.0392290486406951,Premium,1,-0.42900298032046746,1,1.068316358217389,-1,0,0,1,1,0,1,-0.42900298032046746,1,1.068316358217389,-1,1,0,135717.6,9387.13,56549.0,0,0,0
1066,2025-05-10,Ryan Srivastava,Mumbai,Unknown,India,West,Electronics,Smartwatch,Smartwatch Aperiam,1,38853.0,20,31082.4,4063.2,Debit Card,EC_2024_2025,10.34442919360777,8.309972200645843,10.567566310598728,1,5,0.1307234962551112,0,0,-1.0902345675650336,-0.808758915616042,Entree_gamme,1,-0.4503716073197301,1,1.0050949678714787,-1,0,0,1,1,0,1,-0.4503716073197301,1,1.0050949678714787,-1,1,0,31082.4,4063.2,38853.0,0,0,0
1067,2025-09-06,Yakshit Brahmbhatt,Chennai,Unknown,India,South,Home Decor,Lamp,Lamp Ut,4,20842.0,0,83368.0,8546.61,Credit Card,EC_2024_2025,11.3310318166104,9.053406990690666,9.94477343944167,0,9,0.1025166730640041,1,1,0.1030055479537781,-0.542894708159204,Intermediaire_2,1,-0.5342471345223417,1,1.0192557970540599,-1,0,0,1,1,0,1,-0.5342471345223417,1,1.0192557970540599,-1,1,0,83368.0,8546.61,20842.0,0,0,0
1068,2024-10-15,Baiju Jaggi,Coimbatore,Unknown,India,South,Beauty,Face Cream,Face Cream Recusandae,4,5016.0,15,17054.4,2561.68,Debit Card,EC_2024_2025,9.744222148110405,7.848808864882115,8.520587424484253,1,10,0.1502063983488043,0,0,-2.087027769161834,1.5137594912145222,Entree_gamme,1,-0.5308906818451208,1,1.0287179906163204,-1,0,0,1,1,0,1,-0.5308906818451208,1,1.0287179906163204,-1,1,0,17054.4,2561.68,5016.0,0,0,0
1069,2025-07-12,Zaina Chakrabarti,Mumbai,Unknown,India,West,Sports,Cricket Bat,Cricket Bat Officiis,2,41608.0,0,83216.0,6068.01,Net Banking,EC_2024_2025,11.329206932860474,8.710950773552408,10.636071769003747,0,7,0.0729187896558345,1,1,-0.1055180484020318,-1.8216556827722077,Intermediaire_2,1,-0.5216248892439085,1,1.1329195513727632,-1,0,0,1,1,0,1,-0.5216248892439085,1,1.1329195513727632,-1,1,0,83216.0,6068.01,41608.0,0,0,0
1070,2024-02-20,Ivana Sandal,Surat,Unknown,India,West,Kitchen,Mixer Grinder,Mixer Grinder Earum,5,35132.0,10,158094.0,32036.26,UPI,EC_2024_2025,11.970951397144018,10.374654879423042,10.466896138710249,1,2,0.2026405809202107,2,0,1.5067097000489476,1.232321299375751,Premium,1,-0.4671719594502193,1,0.969190624886022,31,0,0,0,0,0,1,-0.4671719594502193,1,0.969190624886022,31,0,0,158094.0,32036.26,35132.0,0,0,0
1071,2025-02-10,Kabir Dani,Bangalore,Unknown,India,South,Electronics,Laptop,Laptop Et,3,23559.0,20,56541.6,5767.1,Debit Card,EC_2024_2025,10.94274961533356,8.660098015846401,10.067305637765523,1,2,0.1019974673514704,2,0,-0.4651749505324729,0.3914773986675358,Premium,1,-0.4304020929238517,1,0.9989285291010429,-1,0,0,1,1,0,1,-0.4304020929238517,1,0.9989285291010429,-1,1,0,56541.6,5767.1,23559.0,0,0,0
1072,2025-09-03,Alisha Bhagat,Hyderabad,Unknown,India,South,Clothing,Women's Wear,Women's Wear Explicabo,2,72402.0,20,115843.2,27905.64,COD,EC_2024_2025,11.660001463868356,10.236619932325198,11.19000301397943,1,9,0.2408914808983156,2,0,1.0470417759575392,-0.5590776102754769,Premium,1,-0.45981326831345526,1,0.9869658788247012,12,0,0,0,0,0,1,-0.45981326831345526,1,0.9869658788247012,12,0,0,115843.2,27905.64,72402.0,0,0,0
1073,2024-03-11,Jivika Wali,Mumbai,Unknown,India,West,Furniture,Cabinet,Cabinet Neque,5,12315.0,20,49260.0,10532.59,Debit Card,EC_2024_2025,10.804887971915088,9.262324477698629,9.41865450904439,1,3,0.2138162809581767,2,0,-0.1837837007502998,1.654007682981022,Premium,1,-0.5128729986012521,1,1.0223825384461667,-1,0,0,1,1,0,1,-0.5128729986012521,1,1.0223825384461667,-1,1,0,49260.0,10532.59,12315.0,0,0,0
1074,2024-08-09,Aradhya Bassi,Delhi,Unknown,India,North,Groceries,Sugar,Sugar Recusandae,4,1299.0,20,4156.8,431.16,Credit Card,EC_2024_2025,8.332741367213014,6.0687958900443055,7.170119543449628,1,8,0.1037240184757256,0,0,-4.382688350470203,2.0563536077469795,Entree_gamme,-1,-0.6391213560887002,1,0.9948522276856263,-1,1,0,1,2,1,-1,-0.6391213560887002,1,0.9948522276856263,-1,2,1,4156.8,431.16,1299.0,0,0,0
1075,2024-08-31,Jivin Lal,Lucknow,Unknown,India,North,Books,Textbook,Textbook Error,1,1548.0,20,1238.4,283.82,UPI,EC_2024_2025,7.122382670528007,5.651857401791282,7.345364840416867,1,8,0.2291828165372826,0,0,-5.733828310779049,0.4867548410134152,Entree_gamme,-1,-0.6899725894282689,1,1.048556278331072,-1,1,0,1,2,1,-1,-0.6899725894282689,1,1.048556278331072,-1,2,1,1956.0145,283.82,1548.0,0,0,0
1076,2024-09-03,Charvi Dora,Amritsar,Unknown,India,North,Toys,Action Figure,Action Figure Voluptatem,1,28645.0,20,22916.0,1924.59,UPI,EC_2024_2025,10.039634272209469,7.5629876932688385,10.262769096339811,1,9,0.0839845522778807,0,0,-1.7656931213995326,-0.6866671129252514,Entree_gamme,1,-0.4887559536526591,1,0.9866652521180626,-1,0,0,1,1,0,1,-0.4887559536526591,1,0.9866652521180626,-1,1,0,22916.0,1924.59,28645.0,0,0,0
1077,2025-09-23,Tarini Sant,Patna,Unknown,India,East,Beauty,Foundation,Foundation Sapiente,2,7000.0,20,11200.0,1427.14,Credit Card,EC_2024_2025,9.32375833901174,7.264128177309686,8.853808274977197,1,9,0.1274232142857029,0,0,-2.8180202270446237,0.3792512924066292,Entree_gamme,1,-0.5131069557112284,1,1.0482474113273426,-1,0,0,1,1,0,1,-0.5131069557112284,1,1.0482474113273426,-1,1,0,11200.0,1427.14,7000.0,0,0,0
1078,2025-01-14,Emir Batta,Jaipur,Unknown,India,North,Sports,Cricket Bat,Cricket Bat Officiis,3,12289.0,10,33180.3,3695.39,COD,EC_2024_2025,10.409741743205965,8.215111946675306,9.41654120256008,1,1,0.1113730135049981,0,0,-1.2974725744797295,0.6527486896448745,Entree_gamme,1,-0.47059930861850063,1,1.001899841050401,-1,0,0,1,1,0,1,-0.47059930861850063,1,1.001899841050401,-1,1,0,33180.3,3695.39,12289.0,0,0,0
1079,2024-05-08,Prerak Dani,Guwahati,Unknown,India,East,Electronics,Mobile,Mobile Vitae,1,13336.0,15,11335.6,2562.19,Credit Card,EC_2024_2025,9.335791708692495,7.849007855493146,9.498297406622395,1,5,0.2260303821588423,0,0,-2.398682696350817,-0.3786997566213665,Entree_gamme,1,-0.5019060871409571,1,1.0221468680435737,-1,0,0,1,1,0,1,-0.5019060871409571,1,1.0221468680435737,-1,1,0,11335.6,2562.19,13336.0,0,0,0
1080,2024-02-14,Drishya Amble,Coimbatore,Unknown,India,South,Groceries,Oil,Oil Cupiditate,1,17376.0,10,15638.4,1947.58,COD,EC_2024_2025,9.65754865019206,7.574856181159444,9.762902771722256,1,2,0.1245383159402416,0,0,-2.2220861044043274,-0.4857609273236863,Entree_gamme,1,-0.48798401082532944,1,1.048630425930666,-1,0,0,1,1,0,1,-0.48798401082532944,1,1.048630425930666,-1,1,0,15638.4,1947.58,17376.0,0,0,0
1081,2024-08-31,Bhavin Chowdhury,Guwahati,Unknown,India,East,Groceries,Spices,Spices Natus,5,52647.0,15,223749.75,47403.62,Credit Card,EC_2024_2025,12.31828798808679,10.766474971287868,10.871383530135954,1,8,0.2118599909050168,2,0,2.087372016471313,1.0699694658099348,Premium,1,-0.4660575936735648,1,1.0301285803774587,-1,0,0,1,1,0,1,-0.4660575936735648,1,1.0301285803774587,-1,1,0,223749.75,47403.62,52647.0,0,0,0
1082,2024-09-05,Adah Jhaveri,Guwahati,Unknown,India,East,Kitchen,Refrigerator,Refrigerator Vero,5,37492.0,10,168714.0,13616.72,Net Banking,EC_2024_2025,12.035966179815478,9.519127164809357,10.531909527867445,1,9,0.0807088919710274,2,0,1.1670546368653263,1.2053480868380204,Premium,1,-0.46200265933710877,1,1.090126865844154,-1,0,0,1,1,0,1,-0.46200265933710877,1,1.090126865844154,-1,1,0,168714.0,13616.72,37492.0,0,0,0
1083,2025-01-30,Raunak Keer,Amritsar,Unknown,India,North,Books,Textbook,Textbook Placeat,1,56680.0,15,48178.0,7140.03,Debit Card,EC_2024_2025,10.782678520453256,8.87361230263257,10.945194336556536,1,1,0.1482010461206329,2,0,-0.3940440663920349,-0.9605923423296184,Premium,1,-0.44171269133895513,1,0.9991039935023869,-1,0,0,1,1,0,1,-0.44171269133895513,1,0.9991039935023869,-1,1,0,48178.0,7140.03,56680.0,0,0,0
1084,2024-03-13,Dhanush Samra,Mumbai,Unknown,India,West,Electronics,Laptop,Laptop Quasi,2,69931.0,0,139862.0,27076.75,COD,EC_2024_2025,11.84841865104926,10.206467636425096,11.15527862031754,0,3,0.1935961876707026,1,1,1.1514206433967955,-2.029428386701565,Intermediaire_2,1,-0.5444681225130651,1,0.9721899432293928,-1,0,0,1,1,0,1,-0.5444681225130651,1,0.9721899432293928,-1,1,0,139862.0,27076.75,69931.0,0,0,0
1085,2023-10-25,Kaira Bera,Hyderabad,Unknown,India,South,Electronics,Camera,Camera Facere,1,64881.0,10,58392.9,3188.26,COD,EC_2024_2025,10.974966711306028,8.067544193946917,11.080325514454746,1,10,0.0546001311803309,2,0,-0.6066636704838859,-1.0159872684003015,Premium,1,-0.48273771881951993,-1,1.2203651618406568,-1,0,1,1,2,1,1,-0.48273771881951993,-1,1.2203651618406568,-1,2,1,58392.9,3188.26,64881.0,0,0,0
1086,2023-12-24,Kiara Lad,Goa,Unknown,India,West,Home Decor,Clock,Clock Fugit,4,54187.0,20,173398.4,17229.79,COD,EC_2024_2025,12.06335288311498,9.754453178732057,10.900214760700628,1,12,0.0993653343975486,2,0,1.2832787334193825,0.5571923571766176,Premium,1,-0.42523682095442894,1,0.9882056949271858,-1,0,0,1,1,0,1,-0.42523682095442894,1,0.9882056949271858,-1,1,0,173398.4,17229.79,54187.0,0,0,0
1087,2025-10-02,Anahita Chada,Delhi,Unknown,India,North,Home Decor,Vase,Vase Et,5,1445.0,5,6863.75,1180.7,Credit Card,EC_2024_2025,8.834154900933,7.07470935864497,7.27655640271871,1,10,0.1720196685485089,0,0,-3.381417624267892,2.514203999214813,Entree_gamme,-1,-0.6317038089508854,1,1.0599055193766183,-1,1,0,1,2,1,-1,-0.6317038089508854,1,1.0599055193766183,-1,2,1,6863.75,1180.7,1445.0,0,0,0
1088,2025-04-30,Indranil Khurana,Amritsar,Unknown,India,North,Electronics,Mobile,Mobile Voluptates,4,76442.0,20,244614.4,19458.47,COD,EC_2024_2025,12.407442460187903,9.876089120014534,11.244300644051904,1,4,0.0795475245938093,2,0,1.7018411593541398,0.4187007917407008,Premium,1,-0.4522810739653887,1,1.0969822172360142,-1,0,0,1,1,0,1,-0.4522810739653887,1,1.0969822172360142,-1,1,0,244614.4,19458.47,76442.0,0,0,0
1089,2025-03-25,Navya Thakur,Coimbatore,Unknown,India,South,Clothing,Women's Wear,Women's Wear Maiores,3,14127.0,10,38142.9,5554.72,Debit Card,EC_2024_2025,10.54912112877729,8.622583306635992,9.55591392284374,1,3,0.1456291996675621,0,0,-0.9571935065937284,0.5969809574031609,Entree_gamme,1,-0.45582046369722357,1,0.9672526508751818,-1,0,0,1,1,0,1,-0.45582046369722357,1,0.9672526508751818,-1,1,0,38142.9,5554.72,14127.0,0,0,0
1090,2024-12-18,Kismat Tara,Jaipur,Unknown,India,North,Furniture,Sofa,Sofa Praesentium,3,58577.0,10,158157.9,25712.93,COD,EC_2024_2025,11.971355502838016,10.15478814738802,10.978114478453726,1,12,0.1625775885997464,2,0,1.2635348334499312,0.0255019228371977,Premium,1,-0.4269029102962913,1,1.0107045774245371,-1,0,0,1,1,0,1,-0.4269029102962913,1,1.0107045774245371,-1,1,0,158157.9,25712.93,58577.0,0,0,0
1091,2024-03-30,Vanya Mallick,Mumbai,Unknown,India,West,Groceries,Spices,Spices Temporibus,4,51102.0,5,194187.6,37261.47,Net Banking,EC_2024_2025,12.176585130747618,10.525741932887042,10.841598482883397,1,3,0.1918838793002221,2,0,1.6796293247869225,0.5808422928062174,Premium,1,-0.4403426153725645,1,1.0164970308662034,-1,0,0,1,1,0,1,-0.4403426153725645,1,1.0164970308662034,-1,1,0,194187.6,37261.47,51102.0,0,0,0
1092,2024-07-22,Kaira Solanki,Thiruvananthapuram,Unknown,India,South,Beauty,Foundation,Foundation Eveniet,3,46500.0,20,111600.0,16186.35,Credit Card,EC_2024_2025,11.622685289462678,9.691985351989691,10.747229096720554,1,7,0.1450389784946223,2,0,0.7392012311141043,0.1185402197226892,Premium,1,-0.4141570645684288,1,1.1100019459783663,-1,0,0,1,1,0,1,-0.4141570645684288,1,1.1100019459783663,-1,1,0,111600.0,16186.35,46500.0,0,0,0
1093,2024-09-05,Jivika Andra,Coimbatore,Unknown,India,South,Electronics,Mobile,Mobile In,1,22580.0,15,19193.0,1298.16,Net Banking,EC_2024_2025,9.862353009177571,7.169473180756108,10.024864123702642,1,9,0.0676371593810208,0,0,-2.170772251556695,-0.5914323390914219,Entree_gamme,1,-0.5026189628088898,1,1.0778578888854364,-1,0,0,1,1,0,1,-0.5026189628088898,1,1.0778578888854364,-1,1,0,19193.0,1298.16,22580.0,0,0,0
1094,2025-07-06,Elakshi Singhal,Coimbatore,Unknown,India,South,Electronics,Camera,Camera Ipsa,1,29931.0,15,25441.35,1419.79,Credit Card,EC_2024_2025,10.14417038740166,7.258968333924848,10.30668342120025,1,7,0.055806393921704,0,0,-1.8327845552873503,-0.7048714197542446,Entree_gamme,1,-0.4982700101423931,1,1.0616652223890646,-1,0,0,1,1,0,1,-0.4982700101423931,1,1.0616652223890646,-1,1,0,25441.35,1419.79,29931.0,0,0,0
1095,2025-05-24,Jivin Bora,Lucknow,Unknown,India,North,Electronics,Mobile,Mobile Fuga,2,72878.0,15,123892.6,7564.37,Debit Card,EC_2024_2025,11.727178411722962,8.931336534477849,11.196555810654193,1,5,0.0610558661292114,2,0,0.463547530707916,-0.5631506174683815,Premium,1,-0.44685692455759696,1,1.0302636489914252,-1,0,0,1,1,0,1,-0.44685692455759696,1,1.0302636489914252,-1,1,0,123892.6,7564.37,72878.0,0,0,0
1096,2024-08-30,Bhamini Karan,Kolkata,Unknown,India,East,Toys,Board Game,Board Game Quam,2,49224.0,0,98448.0,18681.26,COD,EC_2024_2025,11.49729392657536,9.835329689475444,10.804156903507328,0,8,0.1897576385502987,1,1,0.6065605976166654,-1.8883315579392936,Intermediaire_2,1,-0.5166722953363887,1,0.9808191708477931,-1,0,0,1,1,0,1,-0.5166722953363887,1,0.9808191708477931,-1,1,0,98448.0,18681.26,49224.0,0,0,0
1097,2023-10-31,Parinaaz Som,Surat,Unknown,India,West,Books,Fiction,Fiction Ut,3,9931.0,5,28303.35,5063.38,Debit Card,EC_2024_2025,10.25077078206647,8.52998700050316,9.203517146628055,1,10,0.1788968443664732,0,0,-1.342271515663224,0.7386364591644032,Entree_gamme,1,-0.48021532368660486,1,1.0034863403586338,-1,0,0,1,1,0,1,-0.48021532368660486,1,1.0034863403586338,-1,1,0,28303.35,5063.38,9931.0,0,0,0
1098,2023-12-18,Shanaya Chatterjee,Thiruvananthapuram,Unknown,India,South,Books,Comics,Comics Exercitationem,3,26535.0,10,71644.5,16298.24,COD,EC_2024_2025,11.179485625980425,9.698873759940968,10.186257580626888,1,12,0.2274876647893386,2,0,0.2163950146209609,0.3440559904912786,Premium,1,-0.4398059275762749,1,1.0449182742389427,-1,0,0,1,1,0,1,-0.4398059275762749,1,1.0449182742389427,-1,1,0,71644.5,16298.24,26535.0,0,0,0
1099,2025-07-21,Neysa Sheth,Coimbatore,Unknown,India,South,Sports,Football,Football Provident,2,74485.0,10,134073.0,15987.45,Debit Card,EC_2024_2025,11.806147165311284,9.679621865544702,11.218366467245488,1,7,0.1192443668747613,2,0,0.8730555053893357,-0.571472421227343,Premium,1,-0.44957378918486957,1,1.0143205517718459,-1,0,0,1,1,0,1,-0.44957378918486957,1,1.0143205517718459,-1,1,0,134073.0,15987.45,74485.0,0,0,0
1100,2023-11-28,Vivaan Verma,Bhubaneswar,Unknown,India,East,Books,Non-Fiction,Non-Fiction Tempore,2,57097.0,0,114194.0,17565.4,COD,EC_2024_2025,11.645662792408425,9.773743265480467,10.952524368760963,0,11,0.1538206911046101,1,1,0.7326870929596001,-1.948152775528347,Intermediaire_2,1,-0.5186972582361109,1,0.9704116319378293,-1,0,0,1,1,0,1,-0.5186972582361109,1,0.9704116319378293,-1,1,0,114194.0,17565.4,57097.0,0,0,0
1101,2023-12-17,Nehmat Hegde,Chandigarh,Unknown,India,North,Electronics,Smartwatch,Smartwatch Ipsam,2,59268.0,15,100755.6,20731.39,Net Banking,EC_2024_2025,11.520462986348193,9.939452490631794,10.989841682697593,1,12,0.2057591836086509,2,0,0.7274391441972969,-0.4789581748779025,Premium,1,-0.4423752188645201,1,0.9977653228275459,-1,0,0,1,1,0,1,-0.4423752188645201,1,0.9977653228275459,-1,1,0,100755.6,20731.39,59268.0,0,0,0
1102,2025-06-28,Eva Sahota,Amritsar,Unknown,India,North,Groceries,Rice,Rice Quas,4,76727.0,0,306908.0,43168.59,Credit Card,EC_2024_2025,12.63430656569104,10.67289159116831,11.248021979407786,0,6,0.140656450793071,1,1,2.2406765873222767,-1.0663779310213446,Intermediaire_2,1,-0.5512656845266926,1,0.991704991656359,-1,0,0,1,1,0,1,-0.5512656845266926,1,0.991704991656359,-1,1,0,306908.0,43168.59,76727.0,0,0,0
1103,2025-09-16,Vivaan Bhardwaj,Goa,Unknown,India,West,Clothing,Kids Wear,Kids Wear Sed,3,25199.0,15,64257.45,13075.53,UPI,EC_2024_2025,11.070668511619523,9.478574299295556,10.134599273499514,1,9,0.2034865996082913,2,0,0.0272717913761417,0.3648852335195989,Premium,1,-0.4369087344058246,1,0.9859140899533709,-1,0,0,1,1,0,1,-0.4369087344058246,1,0.9859140899533709,-1,1,0,64257.45,13075.53,25199.0,0,0,0
